City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,bangui,4.3612,18.555,295.39,94,62,0.69,CF,1697596807
290,boiling springs,35.0465,-81.9818,286.34,63,100,2.06,US,1697597065
291,darende,38.5458,37.5058,285.98,59,27,0.45,TR,1697597066
292,saipan,15.1355,145.701,303.54,79,0,6.17,MP,1697597012
293,sola,-13.8833,167.55,299.07,77,89,5.85,VU,1697597066
294,tibati,6.4667,12.6333,292.23,91,99,1.21,CM,1697597066
295,hotan,37.0997,79.9269,286.5,26,90,3.14,CN,1697597066
296,san antonio de pale,-1.4014,5.6325,298.32,82,93,2.89,GQ,1697597066
297,sakti,22.0333,82.9667,298.76,62,7,1.41,IN,1697597067
298,hawkesbury,45.6001,-74.616,284.31,79,100,2.26,CA,1697596781
299,horta,38.5333,-28.6333,294.83,93,100,7.6,PT,1697597067
300,al jawf,29.5,38.75,292.45,40,0,3.45,SA,1697597067
301,na wa,17.4897,104.1006,301.17,65,99,2.5,TH,1697597067
302,taunggyi,20.7833,97.0333,294.17,80,82,0.58,MM,1697597067
303,kaynarca,41.0308,30.3075,287.25,92,100,4.36,TR,1697597068
304,arvayheer,46.2639,102.775,280.12,31,30,5.88,MN,1697597068
305,kailua-kona,19.6406,-155.9956,302.13,74,0,2.06,US,1697596869
306,pearsall,28.8922,-99.095,291.81,45,0,3.84,US,1697596840
307,timimoun,29.2639,0.231,294.36,21,0,1.54,DZ,1697597068
308,uturoa,-16.7333,-151.4333,299.02,83,75,5.95,PF,1697597047
309,al kharijah,25.4514,30.5464,293.31,45,0,3.16,EG,1697597068
310,pimentel,-6.8367,-79.9342,293.31,83,0,8.23,PE,1697597069
311,esikhaleni,-28.871,31.8996,291.74,85,100,1.21,ZA,1697597069
312,newport,51.5877,-2.9984,285.27,79,100,7.15,GB,1697597069
313,makubetsu,45.3714,141.8211,288.05,62,40,5.66,JP,1697597070
314,jumla,29.2747,82.1838,285.58,55,2,1.2,NP,1697597070
315,thompson,55.7435,-97.8558,278.24,87,20,1.54,CA,1697597070
316,borca,47.1833,25.7667,274.82,77,44,1.75,RO,1697597070
317,daru,-9.0763,143.2092,300.46,78,94,4.03,PG,1697597070
318,sitka,57.0531,-135.33,287.09,58,100,7.2,US,1697597071
319,codrington,-38.2667,141.9667,295.62,39,20,2.25,AU,1697596699
320,luwingu,-10.2621,29.9271,290.76,85,100,1.18,ZM,1697597071
321,nova sintra,14.8667,-24.7167,298.32,71,1,2.43,CV,1697597071
322,parras de la fuente,25.4167,-102.1833,289.51,32,50,2.54,MX,1697597071
323,qaisumah,28.3112,46.1273,294.13,30,0,1.54,SA,1697597071
324,whitehorse,60.7161,-135.0538,281.49,90,100,1.03,CA,1697596519
325,prainha,-1.8,-53.48,296.58,91,42,0.62,BR,1697597072
326,vadso,70.0744,29.7487,274.64,80,40,5.66,NO,1697597072
327,edd,13.9297,41.6925,301.61,74,51,1.41,ER,1697597072
328,mehrabpur,28.1085,68.0254,298.0,44,0,3.12,PK,1697597072
329,george town,5.4112,100.3354,303.68,80,20,2.24,MY,1697597004
330,saint-pierre,-21.3393,55.4781,296.24,68,100,3.09,RE,1697597073
331,tsiombe,-25.3,45.4833,295.18,92,100,2.24,MG,1697597073
332,vilyuysk,63.7553,121.6247,269.92,96,100,2.24,RU,1697597073
333,aykhal,66.0,111.5,262.08,93,99,4.92,RU,1697597073
334,burang,30.25,81.1667,272.23,47,18,2.5,CN,1697597073
335,quilmana,-12.95,-76.3833,293.59,83,100,2.29,PE,1697597074
336,port saint john's,-31.6229,29.5448,289.03,84,3,4.03,ZA,1697597062
337,tabas,33.5959,56.9244,291.27,36,6,0.0,IR,1697597074
338,al bawiti,28.3492,28.8659,291.82,83,0,2.34,EG,1697597074
339,robertsport,6.7533,-11.3686,298.36,87,95,1.8,LR,1697597074
340,qamdo,31.1667,97.2333,277.51,36,20,3.2,CN,1697597074
341,guatrache,-37.6678,-63.5302,283.64,34,0,4.43,AR,1697597075
342,divnoye,45.9089,43.3547,281.77,67,100,2.34,RU,1697597075
343,zhangzhou,24.5133,117.6556,298.11,66,100,0.87,CN,1697597075
344,kota bharu,6.1333,102.2386,303.12,79,20,1.03,MY,1697597075
345,changli,39.7042,119.1506,291.33,67,100,1.88,CN,1697597075
346,kialla,-36.4161,145.3954,293.09,47,0,2.36,AU,1697597076
347,tottori,35.5,134.2333,296.19,53,40,1.03,JP,1697597076
348,howrah,22.5892,88.3103,301.15,78,20,1.54,IN,1697597076
349,carloforte,39.145,8.3058,295.56,80,98,6.14,IT,1697597076
350,mossendjo,-2.9506,12.7261,294.44,100,100,0.66,CG,1697597076
351,kruisfontein,-34.0033,24.7314,288.68,60,0,4.11,ZA,1697597076
352,baile herculane,44.8797,22.4125,283.03,61,100,1.26,RO,1697597076
353,calingasta,-31.3308,-69.4078,287.25,32,33,2.55,AR,1697597077
354,katabu,-4.9333,122.5167,306.81,38,7,4.14,ID,1697597077
355,mount isa,-20.7333,139.5,308.02,10,0,3.6,AU,1697597077
356,port sudan,19.6175,37.2164,299.77,72,39,3.71,SD,1697597077
357,port blair,11.6667,92.75,301.17,83,40,1.03,IN,1697597033
358,gitarama,-2.0744,29.7567,289.85,90,100,1.03,RW,1697597077
359,bengkulu,-3.8004,102.2655,300.9,71,85,2.75,ID,1697597078
360,reichenbach an der fils,48.7101,9.4643,278.66,90,0,1.54,DE,1697597078
361,kamaishi,39.2667,141.8833,291.72,53,0,0.91,JP,1697597078
362,dunedin,-45.8742,170.5036,286.93,67,33,3.58,NZ,1697596823
363,mar del plata,-38.0023,-57.5575,282.56,84,0,2.06,AR,1697597078
364,hammerfest,70.6634,23.6821,273.4,93,40,2.57,NO,1697597078
365,dasing,48.3848,11.0467,277.43,95,100,1.54,DE,1697597079
366,dabakala,8.3667,-4.4333,295.99,96,64,0.96,CI,1697597079
367,hithadhoo,-0.6,73.0833,300.39,77,13,5.66,MV,1697597079
368,naze,28.3667,129.4833,296.66,54,0,2.54,JP,1697597079
369,howard springs,-12.497,131.047,308.1,21,6,2.37,AU,1697597079
370,arhavi,41.3492,41.3069,284.1,75,100,0.86,TR,1697597079
371,kingston,17.997,-76.7936,302.68,88,20,3.09,JM,1697596987
372,segamat,2.5148,102.8158,303.87,57,100,2.14,MY,1697597080
373,vila velha,-20.3297,-40.2925,298.12,87,0,6.17,BR,1697597080
374,kayangel,8.0823,134.7173,301.26,74,32,0.5,PW,1697597080
375,notodden,59.5594,9.2585,276.22,90,59,2.43,NO,1697597080
376,oranjemund,-28.55,16.4333,289.58,82,0,2.49,NA,1697596700
377,formosa do rio preto,-11.0483,-45.1931,296.24,29,0,1.29,BR,1697597081
378,borogontsy,62.6683,131.1683,267.75,62,100,0.45,RU,1697597081
379,strathdale,-36.7632,144.3169,294.57,40,0,2.9,AU,1697597081
380,volksrust,-27.3654,29.8818,282.07,88,100,1.43,ZA,1697597081
381,kerikeri,-35.2268,173.9474,290.9,80,100,3.87,NZ,1697597081
382,arar,30.9753,41.0381,291.16,39,0,3.09,SA,1697597081
383,salinopolis,-0.6136,-47.3561,298.94,88,100,4.56,BR,1697597081
384,haiku-pauwela,20.9219,-156.3051,303.16,52,20,2.06,US,1697597082
385,kyren,51.6828,102.1408,275.34,70,86,0.45,RU,1697597082
386,castillos,-34.1667,-53.8333,280.79,84,3,3.01,UY,1697597082
387,hadibu,12.65,54.0333,300.25,75,27,2.04,YE,1697597014
388,les angles,43.9581,4.7634,292.93,81,100,5.14,FR,1697597082
389,johnstown,40.3267,-78.922,282.84,94,100,0.0,US,1697596878
390,al hazm,16.1641,44.7769,294.45,25,8,1.02,YE,1697597083
391,gulariya,28.2333,81.3333,295.45,60,14,0.33,NP,1697597083
392,labytnangi,66.6572,66.4183,274.55,100,100,1.89,RU,1697597083
393,sortavala,61.7053,30.6918,275.38,87,99,3.13,RU,1697597083
394,pamandzi,-12.7967,45.2794,300.03,78,75,4.12,YT,1697597083
395,oroqen zizhiqi,50.5667,123.7167,281.6,31,69,4.83,CN,1697597083
396,anadyr,64.75,177.4833,267.43,62,20,8.0,RU,1697597084
397,tougue,11.4667,-11.6,292.12,87,98,0.87,GN,1697597084
398,poltavka,54.3663,71.7632,282.59,74,12,3.84,RU,1697597084
399,pizarro,4.9533,-77.366,299.53,84,100,1.03,CO,1697597084
400,nogliki,51.8333,143.1667,282.23,84,81,3.13,RU,1697597084
401,lebu,-37.6167,-73.65,283.56,90,7,4.84,CL,1697597084
402,hobyo,5.3505,48.5268,300.77,79,24,4.57,SO,1697597085
403,shahrak,34.1074,64.3052,280.11,60,3,1.66,AF,1697597085
404,kapa'a,22.0752,-159.319,302.14,71,100,2.57,US,1697597085
405,beohari,24.05,81.3833,297.17,67,0,0.69,IN,1697597085
406,biltine,14.5333,20.9167,300.47,19,28,6.27,TD,1697597085
407,achacachi,-16.05,-68.6833,279.97,83,59,3.98,BO,1697597086
408,flying fish cove,-10.4217,105.6791,299.97,83,100,4.63,CX,1697597086
409,sao jose da coroa grande,-8.8978,-35.1478,296.7,83,99,3.95,BR,1697597086
410,san pedro,14.35,121.0167,304.72,75,75,3.09,PH,1697596860
411,benghazi,32.1167,20.0667,295.91,61,0,1.85,LY,1697596968
412,madimba,-10.4,40.3333,297.64,77,68,2.41,TZ,1697597086
413,greymouth,-42.4667,171.2,287.02,66,93,2.46,NZ,1697597086
414,alae,8.4244,124.8128,301.81,64,90,2.12,PH,1697597087
415,layyah,30.9613,70.939,294.86,54,0,1.7,PK,1697597087
416,miches,18.9836,-69.0476,298.95,88,1,1.46,DO,1697597004
417,garrucha,37.1874,-1.8349,297.76,52,5,6.9,ES,1697597087
418,cidade velha,14.9167,-23.6167,298.41,88,20,2.57,CV,1697597087
419,constantia,44.1833,28.65,283.54,66,100,3.19,RO,1697597046
420,timbuktu,16.7735,-3.0074,305.0,28,21,1.43,ML,1697597088
421,acajutla,13.5928,-89.8275,299.94,65,97,3.2,SV,1697597088
422,lautoka,-17.6167,177.4667,301.07,69,20,6.17,FJ,1697597088
423,namibe,-15.1961,12.1522,290.39,82,39,1.36,AO,1697597088
424,ust'-kulom,61.6864,53.6902,277.75,65,100,7.15,RU,1697597088
425,kalifornsky,60.4183,-151.29,284.34,64,75,2.57,US,1697597089
426,indramayu,-6.3264,108.32,304.28,56,16,5.28,ID,1697597089
427,chittagong,22.9167,91.5,299.64,70,4,1.72,BD,1697597089
428,xai-xai,-25.0519,33.6442,293.14,88,57,3.96,MZ,1697597089
429,bandon,51.7469,-8.7425,285.92,94,100,7.24,IE,1697597089
430,praia da vitoria,38.7333,-27.0667,295.29,88,40,8.56,PT,1697597090
431,braganca,-1.0536,-46.7656,296.92,98,95,0.96,BR,1697597090
432,mondlo,-27.983,30.7177,284.93,85,98,0.65,ZA,1697597090
433,newport beach,33.6189,-117.9289,297.17,84,20,3.09,US,1697596957
434,kasongo-lunda,-6.4667,16.8167,294.26,99,100,0.14,CD,1697597090
435,saurimo,-9.6608,20.3916,291.51,94,100,2.87,AO,1697597090
436,mudu,31.252,120.5118,297.0,50,0,4.63,CN,1697597091
437,monrovia,6.3005,-10.7969,298.02,89,92,1.96,LR,1697596949
438,itupiranga,-5.1347,-49.3267,298.33,68,57,1.17,BR,1697597091
439,sarandi,-23.4436,-51.8739,293.9,94,75,7.72,BR,1697597035
440,harstad,68.799,16.5293,274.15,94,45,4.92,NO,1697597091
441,jianguang,28.1938,115.7836,300.37,48,0,0.88,CN,1697597091
442,petilia policastro,39.1139,16.7855,288.87,84,99,1.14,IT,1697597092
443,anderson,34.5334,-82.6499,286.64,89,100,0.0,US,1697597092
444,alaghsas,17.0187,8.0168,301.83,17,100,4.63,NE,1697597092
445,mountain home,43.133,-115.6912,288.94,46,0,3.6,US,1697596803
446,kone,-21.0595,164.8658,299.09,68,64,4.54,NC,1697596701
447,longyearbyen,78.2186,15.6401,266.06,73,40,6.17,SJ,1697597092
448,utrera,37.1852,-5.7809,292.98,89,20,4.63,ES,1697597092
449,mora,11.0461,14.1401,298.98,56,55,2.43,CM,1697597093
450,khandyga,62.6667,135.6,270.05,66,100,0.82,RU,1697597093
451,krivosheino,57.3431,83.9261,282.28,90,12,2.88,RU,1697597093
452,igra,57.5558,53.0547,276.25,73,99,7.28,RU,1697597093
453,yaren,-0.5472,166.916,301.63,72,100,8.75,NR,1697597093
454,maintirano,-18.0667,44.0167,299.11,80,95,1.3,MG,1697597093
455,pyt-yakh,60.7499,72.8582,281.85,83,57,4.75,RU,1697597094
456,balqash,46.8481,74.995,278.48,65,0,6.0,KZ,1697597094
457,tangalle,6.024,80.7911,298.24,90,100,3.73,LK,1697597094
458,yadgir,16.7667,77.1333,300.78,56,7,2.62,IN,1697597094
459,bonthe,7.5264,-12.505,297.15,93,99,1.94,SL,1697597094
460,mentekab,3.4854,102.3484,300.9,93,100,1.34,MY,1697597094
461,katsuren-haebaru,26.3369,127.8719,300.58,52,40,3.6,JP,1697597095
462,lake city,30.1897,-82.6393,284.74,87,0,0.0,US,1697596954
463,piti village,13.4626,144.6933,303.32,85,75,6.17,GU,1697597095
464,pabellon de arteaga,22.15,-102.25,288.81,50,94,4.27,MX,1697596962
465,san matias,-16.3667,-58.4,302.88,44,64,1.71,BO,1697597095
466,tolanaro,-25.0319,46.9987,295.19,94,75,3.09,MG,1697597095
467,inhambane,-23.865,35.3833,292.2,95,14,3.44,MZ,1697597096
468,muang phonsavan,19.45,103.2167,297.98,56,100,0.95,LA,1697597096
469,kedrovyy,56.1667,91.8167,281.41,91,99,2.97,RU,1697597096
470,uliastay,47.7417,96.8444,276.38,33,19,0.95,MN,1697597096
471,oeiras do para,-2.0031,-49.8544,296.24,96,100,1.51,BR,1697597096
472,bolgar,54.95,49.0667,277.6,78,98,9.63,RU,1697597096
473,cao bang,22.6667,106.25,301.64,55,98,0.16,VN,1697596822
474,paredon,16.0333,-93.8667,297.8,66,100,7.85,MX,1697597097
475,akureyri,65.6835,-18.0878,278.15,87,97,5.12,IS,1697597097
476,lazaro cardenas,17.9583,-102.2,298.87,88,100,0.38,MX,1697596972
477,ceeldheer,3.8488,47.1806,299.69,85,52,3.52,SO,1697597097
478,camp verde,34.5636,-111.8543,299.39,27,1,1.08,US,1697597097
479,radomir,42.5444,22.9578,280.95,87,100,0.71,BG,1697597097
480,punta del este,-34.9667,-54.95,284.21,72,20,6.69,UY,1697596908
481,diu,20.7141,70.9822,301.52,53,9,4.04,IN,1697597098
482,mollendo,-17.0231,-72.0147,292.07,87,68,1.31,PE,1697597098
483,katsuura,35.1333,140.3,294.35,72,81,2.59,JP,1697597098
484,whangarei,-35.7317,174.3239,292.3,69,100,3.42,NZ,1697597098
485,amqui,48.4638,-67.4313,276.1,85,60,1.18,CA,1697597099
486,mount pearl,47.5166,-52.7813,277.51,90,100,0.45,CA,1697597099
487,poronaysk,49.2167,143.1167,284.95,58,7,2.82,RU,1697597099
488,dalhart,36.0595,-102.5133,290.65,47,0,3.09,US,1697596999
489,byron bay,-28.65,153.6167,292.43,55,98,7.04,AU,1697597000
490,puerto armuelles,8.2833,-82.8667,299.31,78,100,3.13,PA,1697597099
491,tuquerres,1.0923,-77.6209,280.6,94,78,2.74,CO,1697597099
492,tromso,69.6496,18.957,273.16,80,75,0.51,NO,1697596899
493,paradip garh,20.3167,86.6167,301.09,71,8,2.23,IN,1697597100
494,tomatlan,19.9333,-105.25,298.0,93,97,0.58,MX,1697597099
495,wladyslawowo,54.7909,18.4009,281.45,70,94,9.46,PL,1697597100
496,sao joao da barra,-21.6403,-41.0511,296.71,91,100,2.34,BR,1697597100
497,ketchikan,55.3422,-131.6461,285.41,94,100,8.23,US,1697597101
498,saint-flour,45.0833,3.0,288.64,90,79,3.07,FR,1697597101
499,westport,41.1415,-73.3579,285.87,82,0,2.06,US,1697597101
500,moldova noua,44.7375,21.6669,278.17,59,100,1.77,RO,1697597101
501,pakxan,18.3778,103.6601,304.22,60,100,1.4,LA,1697597101
502,lamar,33.6668,-95.5836,287.1,58,0,3.09,US,1697597101
503,bikenibeu village,1.3673,173.1241,303.13,79,75,5.14,KI,1697597070
504,moranbah,-22.0016,148.0466,302.57,34,10,7.75,AU,1697597102
505,san luis de la loma,17.2706,-100.8939,299.26,88,100,0.72,MX,1697597102
506,yonggwang-up,40.0183,127.4547,294.12,38,100,2.33,KP,1697597102
507,nantucket,41.2835,-70.0995,285.38,88,0,0.0,US,1697597102
508,syracuse,37.0881,15.2792,292.77,84,89,4.29,IT,1697597103
509,urcos,-13.6861,-71.6228,287.09,75,39,2.28,PE,1697597103
510,neryungri,56.6709,124.6491,271.06,89,100,5.15,RU,1697597103
511,nuku'alofa,-21.1333,-175.2,298.34,65,20,8.23,TO,1697596879
512,carnot,4.9409,15.8665,294.16,96,98,0.19,CF,1697597104
513,zhangye,38.9342,100.4517,277.19,90,100,7.04,CN,1697597104
514,sisimiut,66.9395,-53.6735,265.05,82,30,5.03,GL,1697597104
515,zhezqazghan,47.7833,67.7667,273.47,74,0,5.0,KZ,1697597104
516,chiredzi,-21.05,31.6667,290.76,75,92,2.72,ZW,1697597104
517,margate,51.3813,1.3862,285.76,77,100,1.79,GB,1697596992
518,gorlice,49.6556,21.1604,276.46,77,3,1.56,PL,1697597105
519,syktyvkar,61.6764,50.8099,276.79,100,75,4.02,RU,1697597105
520,new norfolk,-42.7826,147.0587,297.43,21,8,1.49,AU,1697597105
521,holualoa,19.6228,-155.9522,300.06,74,0,2.06,US,1697597105
522,maicao,11.3832,-72.2432,299.53,85,25,3.56,CO,1697597106
523,kudahuvadhoo,2.6708,72.8944,301.0,74,44,5.25,MV,1697597106
524,spring creek,40.7266,-115.5859,288.87,32,2,1.06,US,1697596919
525,kirakira,-10.4544,161.9205,302.68,65,100,3.14,SB,1697597106
526,tuskegee,32.424,-85.6916,284.34,100,0,0.98,US,1697597106
527,inirida,3.8653,-67.9239,297.25,88,34,1.35,CO,1697597106
528,fauske,67.2588,15.3918,274.17,89,62,0.73,NO,1697597107
529,childress,34.4264,-100.204,292.55,39,0,4.12,US,1697597107
530,tual,-5.6667,132.75,299.89,76,79,6.23,ID,1697597107
531,island harbour,50.724,-1.2758,286.49,86,100,4.02,GB,1697597107
532,porbandar,21.6422,69.6093,299.5,74,0,3.75,IN,1697597107
533,arrifes,37.7667,-25.7,293.29,88,75,7.72,PT,1697597108
534,calbuco,-41.768,-73.1273,280.71,88,56,5.82,CL,1697597108
535,alghero,40.5589,8.3181,289.2,94,0,1.03,IT,1697597108
536,kangaba,11.9333,-8.4167,295.05,81,74,1.02,ML,1697597108
537,kotabumi,-4.8333,104.9,306.23,44,100,4.17,ID,1697597108
538,daday,41.4787,33.4667,281.95,92,100,1.1,TR,1697597108
539,kamiiso,41.8167,140.65,290.36,55,40,5.14,JP,1697597109
540,nikolayevsk-on-amure,53.1406,140.73,281.76,67,77,1.8,RU,1697597109
541,arteche,12.2645,125.4048,301.96,74,50,1.68,PH,1697597109
542,yanchep,-31.55,115.6833,296.49,57,96,4.13,AU,1697597109
543,bandarbeyla,9.4942,50.8122,299.59,81,8,0.29,SO,1697597109
544,padang,-0.9492,100.3543,301.18,70,100,1.18,ID,1697597109
545,port isabel,26.0734,-97.2086,292.62,72,0,3.09,US,1697596458
546,taungoo,18.9333,96.4333,301.33,77,19,1.37,MM,1697597110
547,papao,-17.75,-149.55,300.97,83,96,7.41,PF,1697597110
548,andratx,39.5755,2.4202,294.61,78,30,4.68,ES,1697597110
549,levuka,50.1834,-105.4011,284.0,76,40,8.75,CA,1697597110
550,mazamari,-11.3258,-74.5308,294.46,96,100,1.02,PE,1697597111
551,antofagasta,-23.65,-70.4,290.75,81,54,0.47,CL,1697597101
552,dassa-zoume,7.75,2.1833,295.94,94,100,1.04,BJ,1697597111
553,ambon,-3.6954,128.1814,303.1,100,40,2.06,ID,1697597111
554,atar,20.5169,-13.0499,302.08,22,40,0.63,MR,1697597111
555,taguatinga,-12.3857,-46.5711,299.03,23,3,2.01,BR,1697597112
556,silver city,32.7701,-108.2803,293.5,42,0,2.06,US,1697597112
557,keflavik,64.0049,-22.5624,283.39,87,100,16.46,IS,1697597112
558,yankton,42.8711,-97.3973,290.44,59,0,4.12,US,1697596997
559,happy valley-goose bay,53.3168,-60.3315,279.32,75,75,3.6,CA,1697597023
560,villa emilio carranza,19.9667,-96.6,294.64,77,66,2.87,MX,1697597112
561,konstantinovka,49.6167,127.9833,284.24,42,2,5.18,RU,1697597112
562,ayorou,14.7308,0.9174,303.66,30,27,2.14,NE,1697597113
563,manta,-0.95,-80.7333,298.03,83,20,5.14,EC,1697597113
564,selogiri,-7.7833,110.8667,307.35,35,72,1.91,ID,1697597113
565,dzilam gonzalez,21.2833,-88.9333,295.2,64,100,2.08,MX,1697597113
566,camapua,-19.5314,-54.0439,301.85,42,90,0.57,BR,1697597113
567,zonguldak,41.25,31.8333,283.22,90,100,1.05,TR,1697597114
568,salinas,36.6777,-121.6555,293.94,85,0,3.6,US,1697597114
569,pingliang,35.5392,106.6861,281.47,75,100,2.51,CN,1697597114
570,parkes,-33.1333,148.1833,298.35,26,0,0.89,AU,1697597114
571,dunda,-8.1167,34.25,293.11,66,86,1.27,TZ,1697597114
572,crane,31.3974,-102.3501,292.75,34,0,8.46,US,1697597114
573,narwana,29.6167,76.1167,295.15,50,0,2.14,IN,1697597115
574,bozoum,6.3193,16.3799,293.65,95,97,0.6,CF,1697597115
575,fuling,29.7022,107.3919,299.45,55,29,0.25,CN,1697597115
576,abra pampa,-22.7205,-65.697,283.65,72,95,3.29,AR,1697597115
577,dongkan,33.9997,119.8308,297.27,41,85,4.81,CN,1697597115
578,port hueneme,34.1478,-119.1951,296.08,87,100,1.34,US,1697597115
579,punta alta,-38.8759,-62.0736,287.08,41,0,8.13,AR,1697597103
